image,type
D:\dataset\hair\data\dreadlocks\images38.jpg,1
D:\dataset\hair\data\dreadlocks\images4.jpg,1
D:\dataset\hair\data\dreadlocks\images42.jpg,1
D:\dataset\hair\data\dreadlocks\images43.jpg,1
D:\dataset\hair\data\dreadlocks\images44.jpg,1
D:\dataset\hair\data\dreadlocks\images5.jpg,1
D:\dataset\hair\data\dreadlocks\images50.jpg,1
D:\dataset\hair\data\dreadlocks\images59.jpg,1
D:\dataset\hair\data\dreadlocks\images6.jpg,1
D:\dataset\hair\data\dreadlocks\images69.jpg,1
D:\dataset\hair\data\dreadlocks\images7.jpg,1
D:\dataset\hair\data\dreadlocks\images70.jpg,1
D:\dataset\hair\data\dreadlocks\images8.jpg,1
D:\dataset\hair\data\dreadlocks\images84.jpg,1
D:\dataset\hair\data\dreadlocks\images87.jpg,1
D:\dataset\hair\data\dreadlocks\images88.jpg,1
D:\dataset\hair\data\dreadlocks\images9.jpg,1
D:\dataset\hair\data\dreadlocks\images90.jpg,1
D:\dataset\hair\data\dreadlocks\images91.jpg,1
D:\dataset\hair\data\dreadlocks\images98.jpg,1
D:\dataset\hair\data\dreadlocks\image_29494ec039.png,1
D:\dataset\hair\data\dreadlocks\locks-naturels.jpg,1
D:\dataset\hair\data\dreadlocks\main-crowndreadlocks.jpg,1
D:\dataset\hair\data\dreadlocks\Man_with_tatoos_showing_his_Style_of_his_Dreadlockss_1024x1024.jpg,1
D:\dataset\hair\data\dreadlocks\maxresdefault.jpg,1
D:\dataset\hair\data\dreadlocks\Melanin20Edit20Locs204.jpg,1
D:\dataset\hair\data\dreadlocks\ndmade-Dreadlocks-Hair-Extensions-For-Women-Ombre-Dreadlocks-Braidis-Crochet.jpg,1
D:\dataset\hair\data\dreadlocks\NO_MORE.jpg,1
D:\dataset\hair\data\dreadlocks\Olive-Telma-Kweberaho-shows-her-natural-dreads.jpg,1
D:\dataset\hair\data\dreadlocks\origin.jpg,1
D:\dataset\hair\data\dreadlocks\pexels-jacob-pilatoe-4655238-scaled-e1646909021186.jpg,1
D:\dataset\hair\data\dreadlocks\pexels-photo-2698935.jpeg,1
D:\dataset\hair\data\dreadlocks\pexels-photo-3228904.jpeg,1
D:\dataset\hair\data\dreadlocks\photo-1625536658395-2bd89a631e37.jpeg,1
D:\dataset\hair\data\dreadlocks\portrait-of-a-handsome-black-man-with-long-dreadlocks-2M6TCF8.jpg,1
D:\dataset\hair\data\dreadlocks\portrait-young-man-with-afro-dreadlocks-jacket_23-2149451603.jpg,1
D:\dataset\hair\data\dreadlocks\Poundmaker.png,1
D:\dataset\hair\data\dreadlocks\Remettre-ses-dreadlocks-scaled.jpg,1
D:\dataset\hair\data\dreadlocks\Removing-Dreadlocks.jpeg,1
D:\dataset\hair\data\dreadlocks\rihanna-as-nine-ball-in-oceans-8-1528105039.jpg,1
D:\dataset\hair\data\dreadlocks\sept-2020-how-to-care-for-locs.jpg,1
D:\dataset\hair\data\dreadlocks\sheer-elegance-model-2.jpg,1
D:\dataset\hair\data\dreadlocks\Short-Dreadlocks_he_blasian_sensation_channel.jpg,1
D:\dataset\hair\data\dreadlocks\shutterstock_1516801229_d5570f892b.jpg,1
D:\dataset\hair\data\dreadlocks\tp-dreadlocks-men.jpg,1
D:\dataset\hair\data\dreadlocks\Twist-And-Rip-Method.jpg,1
D:\dataset\hair\data\dreadlocks\ty-dolla-sign-dreadlocks-862x1024.jpg,1
D:\dataset\hair\data\dreadlocks\What-Are-Dreadlocks-How-To-Make-Dreadlocks-Maintenance-And-Tips-1.jpg,1
D:\dataset\hair\data\dreadlocks\what-to-know-locs-hairstyle.jpg,1
D:\dataset\hair\data\dreadlocks\whoopi-goldberg-dreadlocks.jpg,1
D:\dataset\hair\data\dreadlocks\woman-long-dreadlocks-scaled.jpg,1
D:\dataset\hair\data\dreadlocks\_dreadlocks-tout.jpg,1
D:\dataset\hair\data\kinky\011b913aca7afbdd7feb6cdd4481b3bf4.jpg,2
D:\dataset\hair\data\kinky\037f2da43c5f2c5be1e462ca5aad1c43.jpg,2
D:\dataset\hair\data\kinky\057656ef97f71b87e933f8608e3e1f7b.jpg,2
D:\dataset\hair\data\kinky\07.13_blog_dry_curly_hair-1024x410.jpg,2
D:\dataset\hair\data\kinky\0c371e87183918327339725daef22cb9.jpg,2
D:\dataset\hair\data\kinky\0f6e4c795377e1b68683ad14b6243caa.jpg,2
D:\dataset\hair\data\kinky\15f9a9cb66e78eedc69a162707bd1e4e.jpg,2
D:\dataset\hair\data\kinky\1b1d1633f04af709224e84c4c431dc99.jpg,2
D:\dataset\hair\data\kinky\1D4BEE15-858B-4699-B070-55B9B1D6000B2x.jpg,2
D:\dataset\hair\data\kinky\26d24ffb167bf8cad53a1d894329f00f.jpg,2
D:\dataset\hair\data\kinky\3d7c944ddfb1d70306163343458ec68e4.jpg,2
D:\dataset\hair\data\kinky\46e0a51134132c76afcadc4363f4412e.jpg,2
D:\dataset\hair\data\kinky\4a4e73a7e0f6fed7e2f6c7277c5ef03f.jpg,2
D:\dataset\hair\data\kinky\5-Tips-to-get-Healthy-Kinky-Curly-Hair.jpg,2
D:\dataset\hair\data\kinky\59a29209076d29d2a812dbb02b04b3604.jpg,2
D:\dataset\hair\data\kinky\59c5de9754e7930b06ab415297b65cbc10.jpg,2
D:\dataset\hair\data\kinky\653d7e3e2155890a898d46c65c5ba948.jpg,2
D:\dataset\hair\data\kinky\7d58c72c848ec85b706637f1aa0775694.jpg,2
D:\dataset\hair\data\kinky\95369E96-F9B9-40EF-8ABB-4EC211E9A937.jpeg,2
D:\dataset\hair\data\kinky\a8ea9f1cd728b1d340e92376af7734314.png,2
D:\dataset\hair\data\kinky\amymaxine.jpg,2
D:\dataset\hair\data\kinky\b00685a6206bf9de0d71ec99e33939c04.jpg,2
D:\dataset\hair\data\kinky\best-hair-dryers-for-curly-hair-292530-1617749096061-main.700x0c.jpg,2
D:\dataset\hair\data\kinky\black-hair-working-out.jpg,2
D:\dataset\hair\data\kinky\c0a55f0c7f0e7d18b0751815295e333b4.jpg,2
D:\dataset\hair\data\kinky\c0f7770f01ac2c5903dc3012764aadd82.jpg,2
D:\dataset\hair\data\kinky\c1.jpg,2
D:\dataset\hair\data\kinky\c948c7e0dba68bb1f23236a6fabe49014.jpg,2
D:\dataset\hair\data\kinky\caacbb4a7cc1035896b519906b7482be.jpg,2
D:\dataset\hair\data\kinky\cb30c5e924d8ed5457d7281bd907ae5c.jpg,2
D:\dataset\hair\data\kinky\curly-1_1024x1024.jpg,2
D:\dataset\hair\data\kinky\current-regimen-for-my-natural-hair-1.jpg,2
D:\dataset\hair\data\kinky\d65c52107bd67ac79c648a15e8bd122b4.jpg,2
D:\dataset\hair\data\kinky\d8786f0057d5ed8b59735bbe15a9f5a5.jpg,2
D:\dataset\hair\data\kinky\df3532270857d23f9122e88ab7af994f.jpg,2
D:\dataset\hair\data\kinky\e4927543317441b4991b714be37a9b53.jpg,2
D:\dataset\hair\data\kinky\ebe772a2d494168def7afe7cc06328e2.jpg,2
D:\dataset\hair\data\kinky\f1195e229cdf0d82f99813453bb802b04.jpg,2
D:\dataset\hair\data\kinky\ff0936b47b787a7361414469413129654.jpg,2
D:\dataset\hair\data\kinky\gingercurlafro.jpg,2
D:\dataset\hair\data\kinky\HauteKinkyCurlyFullLaceWig20_3_97e68f1a-e3d1-47c4-ba1b-0e5dc72b38812x.jpg,2
D:\dataset\hair\data\kinky\humidity-natural-hair-humectants-dew-points.jpg,2
D:\dataset\hair\data\kinky\image.jpg,2
D:\dataset\hair\data\kinky\image10.jpg,2
D:\dataset\hair\data\kinky\image103.jpg,2
D:\dataset\hair\data\kinky\image104.jpg,2
D:\dataset\hair\data\kinky\image110.jpg,2
D:\dataset\hair\data\kinky\image111.jpg,2
D:\dataset\hair\data\kinky\image114.jpg,2
D:\dataset\hair\data\kinky\image115.jpg,2
D:\dataset\hair\data\kinky\image118.jpg,2
D:\dataset\hair\data\kinky\image12 (2).jpg,2
D:\dataset\hair\data\kinky\image120.jpg,2
D:\dataset\hair\data\kinky\image124.jpg,2
D:\dataset\hair\data\kinky\image126.jpg,2
D:\dataset\hair\data\kinky\image127.jpg,2
D:\dataset\hair\data\kinky\image13.jpg,2
D:\dataset\hair\data\kinky\image134.jpg,2
D:\dataset\hair\data\kinky\image136.jpg,2
D:\dataset\hair\data\kinky\image138.jpg,2
D:\dataset\hair\data\kinky\image140.jpg,2
D:\dataset\hair\data\kinky\image141.jpg,2
D:\dataset\hair\data\kinky\image142.jpg,2
D:\dataset\hair\data\kinky\image143.jpg,2
D:\dataset\hair\data\kinky\image145.jpg,2
D:\dataset\hair\data\kinky\image146.jpg,2
D:\dataset\hair\data\kinky\image147.jpg,2
D:\dataset\hair\data\kinky\image149.jpg,2
D:\dataset\hair\data\kinky\image15 (2).jpg,2
D:\dataset\hair\data\kinky\image150.jpg,2
D:\dataset\hair\data\kinky\image152.jpg,2
D:\dataset\hair\data\kinky\image155.jpg,2
D:\dataset\hair\data\kinky\image157.jpg,2
D:\dataset\hair\data\kinky\image16 (2).jpg,2
D:\dataset\hair\data\kinky\image160.jpg,2
D:\dataset\hair\data\kinky\image162.jpg,2
D:\dataset\hair\data\kinky\image163.jpg,2
D:\dataset\hair\data\kinky\image164.jpg,2
D:\dataset\hair\data\kinky\image165.jpg,2
D:\dataset\hair\data\kinky\image167.jpg,2
D:\dataset\hair\data\kinky\image168.jpg,2
D:\dataset\hair\data\kinky\image17 (2).jpg,2
D:\dataset\hair\data\kinky\image170.jpg,2
D:\dataset\hair\data\kinky\image173.jpg,2
D:\dataset\hair\data\kinky\image175.jpg,2
D:\dataset\hair\data\kinky\image177.jpg,2
D:\dataset\hair\data\kinky\image179.jpg,2
D:\dataset\hair\data\kinky\image18.jpeg,2
D:\dataset\hair\data\kinky\image18.jpg,2
D:\dataset\hair\data\kinky\image180.jpg,2
D:\dataset\hair\data\kinky\image181.jpg,2
D:\dataset\hair\data\kinky\image182.jpg,2
D:\dataset\hair\data\kinky\image184.jpg,2
D:\dataset\hair\data\kinky\image185.jpg,2
D:\dataset\hair\data\kinky\image186.jpg,2
D:\dataset\hair\data\kinky\image19.jpeg,2
D:\dataset\hair\data\kinky\image193.jpg,2
D:\dataset\hair\data\kinky\image194.jpg,2
D:\dataset\hair\data\kinky\image195.jpg,2
D:\dataset\hair\data\kinky\image196.jpg,2
D:\dataset\hair\data\kinky\image198.jpg,2
D:\dataset\hair\data\kinky\image20 (2).jpeg,2
D:\dataset\hair\data\kinky\image205.jpg,2
D:\dataset\hair\data\kinky\image206.jpg,2
D:\dataset\hair\data\kinky\image21 (2).jpg,2
D:\dataset\hair\data\kinky\image210.jpg,2
D:\dataset\hair\data\kinky\image212.jpg,2
D:\dataset\hair\data\kinky\image213.jpg,2
D:\dataset\hair\data\kinky\image214.jpg,2
D:\dataset\hair\data\kinky\image215.jpg,2
D:\dataset\hair\data\kinky\image225.jpg,2
D:\dataset\hair\data\kinky\image226.jpg,2
D:\dataset\hair\data\kinky\image228.jpg,2
D:\dataset\hair\data\kinky\image231.jpg,2
D:\dataset\hair\data\kinky\image234.jpg,2
D:\dataset\hair\data\kinky\image236.jpg,2
D:\dataset\hair\data\kinky\image238.jpg,2
D:\dataset\hair\data\kinky\image241.jpg,2
D:\dataset\hair\data\kinky\image242.jpg,2
D:\dataset\hair\data\kinky\image243.jpg,2
D:\dataset\hair\data\kinky\image244.jpg,2
D:\dataset\hair\data\kinky\image249.jpg,2
D:\dataset\hair\data\kinky\image252.jpg,2
D:\dataset\hair\data\kinky\image253.jpg,2
D:\dataset\hair\data\kinky\image255.jpg,2
D:\dataset\hair\data\kinky\image259.jpg,2
D:\dataset\hair\data\kinky\image260.jpg,2
D:\dataset\hair\data\kinky\image263.jpg,2
D:\dataset\hair\data\kinky\image266.jpg,2
D:\dataset\hair\data\kinky\image267.jpg,2
D:\dataset\hair\data\kinky\image269.jpg,2
D:\dataset\hair\data\kinky\image270.jpg,2
D:\dataset\hair\data\kinky\image272.jpg,2
D:\dataset\hair\data\kinky\image275.jpg,2
D:\dataset\hair\data\kinky\image276.jpg,2
D:\dataset\hair\data\kinky\image277.jpg,2
D:\dataset\hair\data\kinky\image280.jpg,2
D:\dataset\hair\data\kinky\image283.jpg,2
D:\dataset\hair\data\kinky\image284.jpg,2
D:\dataset\hair\data\kinky\image285.jpg,2
D:\dataset\hair\data\kinky\image3.jpeg,2
D:\dataset\hair\data\kinky\image300.jpg,2
D:\dataset\hair\data\kinky\image302.jpg,2
D:\dataset\hair\data\kinky\image306.jpg,2
D:\dataset\hair\data\kinky\image308.jpg,2
D:\dataset\hair\data\kinky\image309.jpg,2
D:\dataset\hair\data\kinky\image31.jpg,2
D:\dataset\hair\data\kinky\image311.jpg,2
D:\dataset\hair\data\kinky\image312.jpg,2
D:\dataset\hair\data\kinky\image318.jpg,2
D:\dataset\hair\data\kinky\image328.jpg,2
D:\dataset\hair\data\kinky\image33 (2).jpg,2
D:\dataset\hair\data\kinky\image330.jpg,2
D:\dataset\hair\data\kinky\image331.jpg,2
D:\dataset\hair\data\kinky\image332.jpg,2
D:\dataset\hair\data\kinky\image333.jpg,2
D:\dataset\hair\data\kinky\image334.jpg,2
D:\dataset\hair\data\kinky\image335.jpg,2
D:\dataset\hair\data\kinky\image336.jpg,2
D:\dataset\hair\data\kinky\image34.jpg,2
D:\dataset\hair\data\kinky\image349.jpg,2
D:\dataset\hair\data\kinky\image350.jpg,2
D:\dataset\hair\data\kinky\image353.jpg,2
D:\dataset\hair\data\kinky\image358.jpg,2
D:\dataset\hair\data\kinky\image360.jpg,2
D:\dataset\hair\data\kinky\image361.jpg,2
D:\dataset\hair\data\kinky\image366.jpg,2
D:\dataset\hair\data\kinky\image368.jpg,2
D:\dataset\hair\data\kinky\image371.jpg,2
D:\dataset\hair\data\kinky\image372.jpg,2
D:\dataset\hair\data\kinky\image373.jpg,2
D:\dataset\hair\data\kinky\image374.jpg,2
D:\dataset\hair\data\kinky\image375.jpg,2
D:\dataset\hair\data\kinky\image376.jpg,2
D:\dataset\hair\data\kinky\image38.jpg,2
D:\dataset\hair\data\kinky\image4.jpg,2
D:\dataset\hair\data\kinky\image43.jpg,2
D:\dataset\hair\data\kinky\image44.jpg,2
D:\dataset\hair\data\kinky\image47.jpg,2
D:\dataset\hair\data\kinky\image48.jpg,2
D:\dataset\hair\data\kinky\image50.jpg,2
D:\dataset\hair\data\kinky\image55 (2).jpg,2
D:\dataset\hair\data\kinky\image55.jpg,2
D:\dataset\hair\data\kinky\image56.jpg,2
D:\dataset\hair\data\kinky\image57.jpg,2
D:\dataset\hair\data\kinky\image58.jpg,2
D:\dataset\hair\data\kinky\image59.jpg,2
D:\dataset\hair\data\kinky\image60.jpg,2
D:\dataset\hair\data\kinky\image63.jpg,2
D:\dataset\hair\data\kinky\image64.jpg,2
D:\dataset\hair\data\kinky\image67.jpg,2
D:\dataset\hair\data\kinky\image74.jpg,2
D:\dataset\hair\data\kinky\image76.jpg,2
D:\dataset\hair\data\kinky\image77.jpg,2
D:\dataset\hair\data\kinky\image79.jpg,2
D:\dataset\hair\data\kinky\image80.jpg,2
D:\dataset\hair\data\kinky\image81.jpg,2
D:\dataset\hair\data\kinky\image85.jpg,2
D:\dataset\hair\data\kinky\image91.jpg,2
D:\dataset\hair\data\kinky\images.jpg,2
D:\dataset\hair\data\kinky\images11.jpg,2
D:\dataset\hair\data\kinky\images12.jpg,2
D:\dataset\hair\data\kinky\images13.jpg,2
D:\dataset\hair\data\kinky\images14.jpg,2
D:\dataset\hair\data\kinky\images15.jpg,2
D:\dataset\hair\data\kinky\images16.jpg,2
D:\dataset\hair\data\kinky\images17.jpg,2
D:\dataset\hair\data\kinky\images4.jpg,2
D:\dataset\hair\data\kinky\images5.jpg,2
D:\dataset\hair\data\kinky\images6.jpg,2
D:\dataset\hair\data\kinky\images66.jpg,2
D:\dataset\hair\data\kinky\images7.jpg,2
D:\dataset\hair\data\kinky\images8.jpg,2
D:\dataset\hair\data\kinky\img.png,2
D:\dataset\hair\data\kinky\kinkycurly-1024x576.jpg,2
D:\dataset\hair\data\kinky\volume-70.jpg,2
D:\dataset\hair\data\kinky\_-12_4_1.jpg,2
D:\dataset\hair\data\Straight\000028d73-Nicole_Scherzinger.jpg,3
D:\dataset\hair\data\Straight\01-10-2019-latest-haircut-for-girls_Equal_Length_4PNG.jpg,3
D:\dataset\hair\data\Straight\01-10-2019-latest-haircut-for-girls_short_pixie_straight_undercut_3PNG.jpg,3
D:\dataset\hair\data\Straight\01b8ef4743e2a5d1b3e888ef18acdfd0.jpg,3
D:\dataset\hair\data\Straight\03e7316208c63582103294f3e1ef8b7b.jpg,3
D:\dataset\hair\data\Straight\051c0f399232bd22fb8ff55a6dde5441.jpg,3
D:\dataset\hair\data\Straight\060c671d89cba47235d3a8a620bed080.jpg,3
D:\dataset\hair\data\Straight\06faceb8ea130fb976a3339f52ba611d--hair-products-for-men-gentlemens-guide.jpg,3
D:\dataset\hair\data\Straight\0a1c060ba84f25dd6f353656818fb646.jpg,3
D:\dataset\hair\data\Straight\0a7bec97b58f02f16f1da241ed4d99dd.jpg,3
D:\dataset\hair\data\Straight\0f9d3172f6ec3206d6f76318830159b2.jpg,3
D:\dataset\hair\data\Straight\1-Saee-Hairstyle-Round-Face-Girls-With-Straightened-Hair.jpg,3
D:\dataset\hair\data\Straight\1-short-spiky-mens-haircut.jpg,3
D:\dataset\hair\data\Straight\10100463715_c9aae924f1_z.jpg,3
D:\dataset\hair\data\Straight\11737395.jpg,3
D:\dataset\hair\data\Straight\119f64bc0ab211e3bb2b22000ae90d63_7.jpg,3
D:\dataset\hair\data\Straight\11e655773616e81becaf72fba5ccf891.jpg,3
D:\dataset\hair\data\Straight\14d7ebf23ba65a04f18e77f09a91605b.jpg,3
D:\dataset\hair\data\Straight\170b4b8e1617a06e02d5c7167365d60f.jpg,3
D:\dataset\hair\data\Straight\198cd7c33975b5a4fcffb99415cd1b6b.jpg,3
D:\dataset\hair\data\Straight\1a-hair-type-1-1024x683.jpg,3
D:\dataset\hair\data\Straight\1e0ad8c865ed80030c208eceb3c8ca88.jpg,3
D:\dataset\hair\data\Straight\1e80e0381be14a7a6cbf5ab118a6fbd5.jpg,3
D:\dataset\hair\data\Straight\1eed8832b01f40dc494b9f61a9e89781.jpg,3
D:\dataset\hair\data\Straight\1_Emily-Atack.jpg,3
D:\dataset\hair\data\Straight\20140521_220622.jpg,3
D:\dataset\hair\data\Straight\220-10-best-indian-hairstyles_132172781.jpg,3
D:\dataset\hair\data\Straight\230e154c4fc0f9e68cb079464d30a22a.jpg,3
D:\dataset\hair\data\Straight\25-indian-hairstyles-for-round-face25.jpg,3
D:\dataset\hair\data\Straight\25a082d2a5534fd9f3ecfb5c40c52681.jpg,3
D:\dataset\hair\data\Straight\25e4ee1104a6a1afaaf8d4dff010c3e33.jpg,3
D:\dataset\hair\data\Straight\26252422.jpg,3
D:\dataset\hair\data\Straight\26ccec4b6c1d56f467ccae248e7a6230.jpg,3
D:\dataset\hair\data\Straight\270acbf9a692d3f923a3e9136ef676534.jpg,3
D:\dataset\hair\data\Straight\286b03b2ad1c09bf52cbcc99a4dabba4.jpg,3
D:\dataset\hair\data\Straight\28f4e5287576682ad0599f74a012386f.jpg,3
D:\dataset\hair\data\Straight\29-wavy-hairstyle-for-medium-hair-B9rxNUdpYR_.jpg,3
D:\dataset\hair\data\Straight\3-long-brown-hair-with-layers-and-thin-highlights.jpg,3
D:\dataset\hair\data\Straight\3-pin-straight-dark-brown-hair-with-brown-balayage.jpg,3
D:\dataset\hair\data\Straight\3.-Side-Part-with-Fade-and-Longer-Hair-on-Top-.jpg,3
D:\dataset\hair\data\Straight\3117e662a53af8bd569889e178d1847c.jpg,3
D:\dataset\hair\data\Straight\33-BdYXoHmlnp-.jpg,3
D:\dataset\hair\data\Straight\37d9f48e01c2a0b45f65d8151f6ac7b8.jpg,3
D:\dataset\hair\data\Straight\3d0ed46487fd72bb3dbda1161897ac49.jpg,3
D:\dataset\hair\data\Straight\3d0f8c0c4fc4427514ac380deaa0dda4.jpg,3
D:\dataset\hair\data\Straight\3fa63044-644e-4ac6-bdec-e790e2ef0b58-62729079.jpg,3
D:\dataset\hair\data\Straight\4-medium-length-straight-hair-with-layers-CKjceXbMRWr.jpg,3
D:\dataset\hair\data\Straight\401ab262fa119f950c58eb31a963f611.jpg,3
D:\dataset\hair\data\Straight\4028ec49d02c39cccf9d34333cfd94c2.jpg,3
D:\dataset\hair\data\Straight\4138LzxX2BBL.jpg,3
D:\dataset\hair\data\Straight\4715ca7831704d8a7959906853b459cd.jpg,3
D:\dataset\hair\data\Straight\47c54a4540ed01fadcae72e7bf0ed32a3.jpg,3
D:\dataset\hair\data\Straight\5-gorgeous-hairstyles-for-women-with-straight-hairmobilehome.jpg,3
D:\dataset\hair\data\Straight\500_F_222843071_F40Ht0E501Rx4aV1UpOJ0pAuGIsPtZvz.jpg,3
D:\dataset\hair\data\Straight\50decc858900e22cce6c60ab25755d04.jpg,3
D:\dataset\hair\data\Straight\53b349306cd7160b2579bd4ae3a27777.jpg,3
D:\dataset\hair\data\Straight\54-540556_arianagrande-ariana-grande-ariana-grande-selfie-ariana-grande.png,3
D:\dataset\hair\data\Straight\54344b1b405b28a0844d6fcfcea9eeed.jpg,3
D:\dataset\hair\data\Straight\593daf5ca495fdf99aaaaaafae911460.jpg,3
D:\dataset\hair\data\Straight\5ea8e7466e5a3737d7cde46cd51b21a4.jpg,3
D:\dataset\hair\data\Straight\5fad8c7a7825bf522ecd213a771d5e80.jpg,3
D:\dataset\hair\data\Straight\61tFhwh0moL._SL1000_.jpg,3
D:\dataset\hair\data\Straight\62c12eac56fad8d998eb623bb147bd5c2.jpg,3
D:\dataset\hair\data\Straight\62d7ab276f587fa53e3ed2c040942657.jpg,3
D:\dataset\hair\data\Straight\62e7c5236b3e1179d557b48e1d5568fe.jpg,3
D:\dataset\hair\data\Straight\6aa63dea37ce81e79108cad2f8bd6839.jpg,3
D:\dataset\hair\data\Straight\6cf027a377ff2ad459cfbe2f270be6be.jpg,3
D:\dataset\hair\data\Straight\6eae25306899675f940442122e995bd1.jpg,3
D:\dataset\hair\data\Straight\6ede32dd8dfb38486b88c582c4acbe75.jpg,3
D:\dataset\hair\data\Straight\6f5ed83c2e102e3203efc14bc8e5d4fc.jpg,3
D:\dataset\hair\data\Straight\71fb5bb319713ff75b11d39eb92ac03a.jpg,3
D:\dataset\hair\data\Straight\71GMuaYnEbL._SL1500_.jpg,3
D:\dataset\hair\data\Straight\747f784dfc37afe3603469d00cc8b413.jpg,3
D:\dataset\hair\data\Straight\756d633cda8da1c052b84fe58ff61ebb.jpg,3
D:\dataset\hair\data\Straight\76673a702f9c31154760721c2de1a25c2.jpg,3
D:\dataset\hair\data\Straight\76fc4efba0d81d64097b3a8dc0bef8e6.jpg,3
D:\dataset\hair\data\Straight\773b0ce27a9a667c4daffd921aefd0cb.jpg,3
D:\dataset\hair\data\Straight\77a88adbd375ca09e63bffb22a12ee6f.png,3
D:\dataset\hair\data\Straight\7c3bc3d43a41bfc4add8a144bc96669f3.jpg,3
D:\dataset\hair\data\Straight\7e8c9d0b8ea8ec8ae63c9cac1ba9e173.jpg,3
D:\dataset\hair\data\Straight\7f1cf0b60488dcab2353d74e581fd584.jpg,3
D:\dataset\hair\data\Straight\7f6f137e9e49d8b16c3ce0134378cb08.jpg,3
D:\dataset\hair\data\Straight\7fd288fc152e501053797c13a978a86f.jpg,3
D:\dataset\hair\data\Straight\8-centreparted-layered-cut-for-long-hair.jpg,3
D:\dataset\hair\data\Straight\812934a13f52155333f6c35c2c4a1b62.jpg,3
D:\dataset\hair\data\Straight\857cb1e928c2bbd293eac0676acdeaed.jpg,3
D:\dataset\hair\data\Straight\86192002-7534-4b9f-87e9-65af064b4bbf_blog_ln_.jpg,3
D:\dataset\hair\data\Straight\8659e141284384b990a75adab198ac69.jpg,3
D:\dataset\hair\data\Straight\87779a4a8e6adf2f0e7f17908a962a28.jpg,3
D:\dataset\hair\data\Straight\87e8c2f27ea48711333584af57957aff.jpg,3
D:\dataset\hair\data\Straight\883887569f8effabedc54c46dd0c6853.jpg,3
D:\dataset\hair\data\Straight\8881976_f496.jpg,3
D:\dataset\hair\data\Straight\893320b23722ce6b5f58fb3a1009cad5--medium-hairstyles-for-men-mens-hairstyles-.jpg,3
D:\dataset\hair\data\Straight\89a9561da1ca6fc962c47ba6d822cb0a.jpg,3
D:\dataset\hair\data\Straight\8e6b5ab7ec837d2d5d71851944d36995.jpg,3
D:\dataset\hair\data\Straight\8efd100000000000.jpg,3
D:\dataset\hair\data\Straight\8faef4cf4b4c89aa3680517c9fcaa46a3.jpg,3
D:\dataset\hair\data\Straight\9058344104f626dbc85e40ba246ec81f2.jpg,3
D:\dataset\hair\data\Straight\955c06d83b4585f8839428a425dceaec.jpg,3
D:\dataset\hair\data\Straight\9721a391b15ab051c5094ba0f66200f6.jpg,3
D:\dataset\hair\data\Straight\9ac1b800eec2e3f34c06d23cba2d7bf7.jpg,3
D:\dataset\hair\data\Straight\9ae327703f54d35e015a3449782e3b18.jpg,3
D:\dataset\hair\data\Straight\9b0f5a9e064fa172985ab84c51c64947.jpg,3
D:\dataset\hair\data\Straight\9e124569d58a4c6451f50d65db5b1198.png,3
D:\dataset\hair\data\Straight\a1ac078cfa30189dd7f7c5ad506ae30c.jpg,3
D:\dataset\hair\data\Straight\a624c2e8fe517da0b73e61f830e2060e.jpg,3
D:\dataset\hair\data\Straight\a92c5d5e24c3136c464307625c1b9911.jpg,3
D:\dataset\hair\data\Straight\ab756aa23a93252d66058ba27c7bc47c--top-hairstyles-for-men-teen-boy-hairstyles.jpg,3
D:\dataset\hair\data\Straight\abc552626f196092509f79e26195dbce.jpg,3
D:\dataset\hair\data\Straight\ade516d6b9989128ac44f9c0165ce1d7.jpg,3
D:\dataset\hair\data\Straight\amritarao.jpg,3
D:\dataset\hair\data\Straight\andrewdoeshair-easy-hairstyles-for-men-air-dry-wavy-good-haircut-e1543343172885.jpg,3
D:\dataset\hair\data\Straight\b2c516b421673a3164964ee982308143.jpg,3
D:\dataset\hair\data\Straight\b3bcc79f7028ac72b238551b5f6ad891.jpg,3
D:\dataset\hair\data\Straight\b411472d36ab80809266d3de186fb4e6.jpg,3
D:\dataset\hair\data\Straight\b812b735af5e87e90a004f24cd17dbda--jet-black-color-black-colors.jpg,3
D:\dataset\hair\data\Straight\bc342be10d7b9e33d9ef62d8e8b0c5992.jpg,3
D:\dataset\hair\data\Straight\bda09fc8aa7632cf03e41a07980bf9ac.jpg,3
D:\dataset\hair\data\Straight\be8a48dd-4c26-4d3e-8b0f-a456315ce855-1636042629.jpeg,3
D:\dataset\hair\data\Straight\beautiful-keratin-treated-hair_23-2149332491.jpg,3
D:\dataset\hair\data\Straight\best-Asian-hairstyles-1.jpg,3
D:\dataset\hair\data\Straight\best-haircuts-for-straight-hair-asymmetrical-bob.jpg,3
D:\dataset\hair\data\Straight\Best-Hairstyles-For-Men-with-Thick-Hair.jpg,3
D:\dataset\hair\data\Straight\Best-Long-Haircuts-For-Boys-2015-3.jpg,3
D:\dataset\hair\data\Straight\Black-Girls-Hairstyles-INDIAN-REMY-STRAIGHT-FULL-LACE-WIG.jpg,3
D:\dataset\hair\data\Straight\Black-Girls-Hairstyles-Uhair-Virgin-Indian-Hair-Straight-4.jpg,3
D:\dataset\hair\data\Straight\BnIQijhCcAEofEG.png,3
D:\dataset\hair\data\Straight\bold-straight-and-sleek-middle-part-bob-style.jpg,3
D:\dataset\hair\data\Straight\Brazilian_Hair_Straight_grande_3d744608-b45d-4cea-8fb2-71d5ce510152_large.png,3
